"FORMULARIO","CODIGO_ACCIDENTE","FECHA_OCURRENCIA_ACC","HORA_OCURRENCIA_ACC","ANO_OCURRENCIA_ACC","MES_OCURRENCIA_ACC","DIA_OCURRENCIA_ACC","DIRECCION","GRAVEDAD","CLASE_ACC","LOCALIDAD","MUNICIPIO","FECHA_HORA_ACC","LATITUD","LONGITUD"
"A001514551","10581429","2022/09/21","15:14:00","2022","SEPTIEMBRE","MIERCOLES","KR 65 -CL 13 ","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2022/09/21 15:14:00+00","4.635","-74.115"
"A000553460","4470956","2017/01/25","20:00:00","2017","ENERO","MIERCOLES","CL 79-KR 29","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2017/01/25 20:00:00+00","4.67162889","-74.06738975"
"A001392262","10563315","2022/02/13","23:50:00","2022","FEBRERO","DOMINGO","KR 27 B -CL 71 H S","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2022/02/13 23:50:00+00","4.55","-74.159"
"A000963645","10476730","2019/02/23","8:52:00","2019","FEBRERO","SABADO","CL 114-KR ","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2019/02/23 08:51:59+00","4.69230537","-74.03350708"
"A000870921","10459699","2018/09/06","10:00:00","2018","SEPTIEMBRE","JUEVES","CL 80-KR 11","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/09/06 09:59:59+00","4.72309603","-74.12211097"
"A001389412","10560131","2022/01/04","18:50:00","2022","ENERO","MARTES","CL 57 R  S- KR 75 B ","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2022/01/04 18:49:59+00","4.59495856","-74.17595579"
"A001175555","10515817","2020/05/21","15:15:00","2020","MAYO","JUEVES","CL 26-KR 7","CON HERIDOS","CHOQUE","FONTIBON","BOGOTA DC","2020/05/21 15:14:59+00","4.66879126","-74.11298847"
"A000821498","10454080","2018/07/12","7:05:00","2018","JULIO","JUEVES","KR 11-CL 10","CON HERIDOS","CHOQUE","USAQUEN","BOGOTA DC","2018/07/12 07:05:00+00","4.68783869","-74.04086349"
"A000695914","4504750","2018/01/04","10:00:00","2018","ENERO","JUEVES","CL 80-KR 10","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/01/04 09:59:59+00","4.708","-74.1089"
"A001239873","10532491","2021/02/04","20:20:00","2021","FEBRERO","JUEVES","AV AVENIDA BOYACA-KR 134","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2021/02/04 20:19:59+00","4.72619744","-74.07121526"
"A000342205","4437730","2016/02/25","22:00:00","2016","FEBRERO","JUEVES","CL 13-KR 38","CON HERIDOS","OTRO","PUENTE ARANDA","BOGOTA DC","2016/02/25 21:59:59+00","4.61994833","-74.09817274"
"A001184220","10524802","2020/10/20","13:00:00","2020","OCTUBRE","MARTES","AV AVENIDA BOYACA-CL 68B","CON HERIDOS","VOLCAMIENTO","ENGATIVA","BOGOTA DC","2020/10/20 12:59:59+00","4.68332219","-74.09795435"
"A001447091","10568324","2022/04/11","14:38:00","2022","ABRIL","LUNES","CL 69  S- TV 20 F ","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2022/04/11 14:38:00+00","4.563","-74.154"
"A000603884","4479979","2017/04/28","6:15:00","2017","ABRIL","VIERNES","KR 64-CL 23A","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2017/04/28 06:14:59+00","4.64578338","-74.10475271"
"A001128095","10515172","2020/04/30","20:49:00","2020","ABRIL","JUEVES","KR 93B-CL 34 S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2020/04/30 20:48:59+00","4.64643194","-74.16858541"
"A1157","4404886","2015/02/11","20:30:00","2015","FEBRERO","MIERCOLES","AC 134-KR 45B","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2015/02/11 20:29:59+00","4.71915528","-74.05330278"
"A001305377","10546641","2021/08/10","10:00:00","2021","AGOSTO","MARTES","KR 47 -CL 91 ","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2021/08/10 09:59:59+00","4.67915967","-74.06062911"
"A001131888","10509276","2020/01/26","9:55:00","2020","ENERO","DOMINGO","CL 80-KR 12","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2020/01/26 09:55:00+00","4.72776434","-74.12627952"
"A001136534","10514658","2020/03/17","20:10:00","2020","MARZO","MARTES","KR 86-CL 89","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2020/03/17 20:10:00+00","4.7092058","-74.09527165"
"A000966949","10478810","2019/03/16","18:40:00","2019","MARZO","SABADO","KR 78G-CL 51 ","CON HERIDOS","ATROPELLO","KENNEDY","BOGOTA DC","2019/03/16 18:40:00+00","4.61113856","-74.16760964"
"A000341107","4436980","2016/02/16","20:30:00","2016","FEBRERO","MARTES","KR 2B-CL 26 ES","CON HERIDOS","CHOQUE","SAN CRISTOBAL","BOGOTA DC","2016/02/16 20:29:59+00","4.56561788","-74.08804642"
"A001031732","10492091","2019/07/28","17:57:00","2019","JULIO","DOMINGO","KR 9-CL 28C ES","SOLO DANOS","CHOQUE","SAN CRISTOBAL","BOGOTA DC","2019/07/28 17:57:00+00","4.5609","-74.0849"
"A001451869","10571505","2022/05/20","22:53:00","2022","MAYO","VIERNES","CL 13 -KR 60 ","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2022/05/20 22:53:00+00","4.632","-74.112"
"A000756063","4506038","2018/01/21","11:00:00","2018","ENERO","DOMINGO","CL 47A-KR 8A S","SOLO DANOS","VOLCAMIENTO","SAN CRISTOBAL","BOGOTA DC","2018/01/21 11:00:00+00","4.5418","-74.0909"
"A000401000","4445852","2016/05/19","19:50:00","2016","MAYO","JUEVES","AC 26-KR 72","CON HERIDOS","VOLCAMIENTO","ENGATIVA","BOGOTA DC","2016/05/19 19:50:00+00","4.6668","-74.1113"
"A001236969","10531323","2021/01/07","9:30:00","2021","ENERO","JUEVES","CL 100-TV 55","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2021/01/07 09:30:00+00","4.68888938","-74.06516645"
"A001034902","10495079","2019/08/29","8:10:00","2019","AGOSTO","JUEVES","KR 8-CL 15 ","CON HERIDOS","VOLCAMIENTO","SAN CRISTOBAL","BOGOTA DC","2019/08/29 08:10:00+00","4.57802623","-74.09022323"
"A001345315","10552575","2021/10/12","16:45:00","2021","OCTUBRE","MARTES","DG 81 I -TV 76 ","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2021/10/12 16:44:59+00","4.70094695","-74.09195746"
"A000816781","10449851","2018/06/01","17:22:00","2018","JUNIO","VIERNES","KR 7-CL 180","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2018/06/01 17:22:00+00","4.75633816","-74.02466257"
"A000343433","4439265","2016/03/12","11:00:00","2016","MARZO","SABADO","KR 46C-CL 76 S","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2016/03/12 11:00:00+00","4.57203037","-74.16653145"
"A001512943","10579898","2022/09/03","1:58:00","2022","SEPTIEMBRE","SABADO","CL 6 -KR 81 F ","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2022/09/03 01:57:59+00","4.639","-74.153"
"A000643222","4492391","2017/09/01","7:40:00","2017","SEPTIEMBRE","VIERNES","AK 9-CL 11","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2017/09/01 07:40:00+00","4.69657003","-74.03357127"
"A000758043","4508356","2018/02/13","8:10:00","2018","FEBRERO","MARTES","CL 7A-KR 3A ","SOLO DANOS","CHOQUE","SAN CRISTOBAL","BOGOTA DC","2018/02/13 08:10:00+00","4.57896719","-74.08174792"
"A000872579","10462044","2018/09/28","15:50:00","2018","SEPTIEMBRE","VIERNES","DG 134ABIS-KR 127","CON HERIDOS","ATROPELLO","SUBA","BOGOTA DC","2018/09/28 15:49:59+00","4.74340473","-74.11090167"
"A001031257","10491469","2019/07/23","6:00:00","2019","JULIO","MARTES","KR 30-CL 64","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2019/07/23 06:00:00+00","4.65907243","-74.0774467"
"A000692817","4501495","2017/11/30","14:00:00","2017","NOVIEMBRE","JUEVES","CL 26-KR 85B","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2017/11/30 14:00:00+00","4.6759","-74.1182"
"A000600219","4482624","2017/05/22","16:30:00","2017","MAYO","LUNES","CL 61-KR 38 S","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2017/05/22 16:30:00+00","4.57216946","-74.15095604"
"A000903525","10467908","2018/11/25","20:30:00","2018","NOVIEMBRE","DOMINGO","CL 84-KR 6 ","CON HERIDOS","CHOQUE","USME","BOGOTA DC","2018/11/25 20:29:59+00","4.50669103","-74.10841072"
"A001304083","10544357","2021/07/11","4:10:00","2021","JULIO","DOMINGO","KR 89 C -CL 38 C S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2021/07/11 04:10:00+00","4.64003979","-74.16833684"
"A001447123","10567332","2022/03/28","17:09:00","2022","MARZO","LUNES","KR 68 -CL 63 ","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2022/03/28 17:09:00+00","4.666","-74.093"
"A000814590","10447300","2018/05/10","9:55:00","2018","MAYO","JUEVES","TR 93-CL 5","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/05/10 09:55:00+00","4.68853583","-74.11837028"
"A001130909","10508103","2020/01/13","10:30:00","2020","ENERO","LUNES","AC 80-KR 9","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2020/01/13 10:30:00+00","4.70821684","-74.11017313"
"A2715","4408207","2015/03/21","18:00:00","2015","MARZO","SABADO","KR 96-CL 65","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2015/03/21 18:00:00+00","4.69298822","-74.11966945"
"A001234754","10528718","2020/12/08","2:34:00","2020","DICIEMBRE","MARTES","AV AVENIDA DE LAS AMERICAS-KR 74","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2020/12/08 02:34:00+00","4.63129299","-74.14303906"
"A000812648","4515915","2018/04/25","10:53:00","2018","ABRIL","MIERCOLES","KR 78B-CL ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2018/04/25 10:53:00+00","4.62737371","-74.14591462"
"A000821033","10454295","2018/07/14","16:10:00","2018","JULIO","SABADO","CL 89-KR 7","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2018/07/14 16:09:59+00","4.66971251","-74.04532883"
"A001135967","10514047","2020/03/16","15:45:00","2020","MARZO","LUNES","KR 24-CL 5","CON HERIDOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2020/03/16 15:45:00+00","4.63981631","-74.07431444"
"A000907953","10474839","2019/02/03","11:02:00","2019","FEBRERO","DOMINGO","KR 18L-CL 69H S","CON HERIDOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2019/02/03 11:02:00+00","4.55452091","-74.15232617"
"A001239712","10532826","2021/02/08","9:00:00","2021","FEBRERO","LUNES","CL 57 R S- KR 85","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2021/02/08 09:00:00+00","4.61986715","-74.18525609"
"A000907909","10472410","2019/01/09","14:20:00","2019","ENERO","MIERCOLES","CL 67B-KR 66 ","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2019/01/09 14:19:59+00","4.58560478","-74.16265173"
"A000277898","4431335","2015/12/05","14:30:00","2015","DICIEMBRE","SABADO","AV AVENIDA BOYACA-CL 9","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2015/12/05 14:29:59+00","4.63938539","-74.13579361"
"A001132804","10510757","2020/02/10","18:00:00","2020","FEBRERO","LUNES","KR 68-CL 28 ","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2020/02/10 18:00:00+00","4.60826081","-74.12949081"
"A001180830","10524421","2020/09/05","19:50:00","2020","SEPTIEMBRE","SABADO","KR 56-CL 159","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2020/09/05 19:50:00+00","4.74173372","-74.05920077"
"A001176058","10515842","2020/05/23","4:18:00","2020","MAYO","SABADO","CL 46-KR 23B ","CON HERIDOS","VOLCAMIENTO","RAFAEL URIBE URIBE","BOGOTA DC","2020/05/23 04:18:00+00","4.57804733","-74.1272578"
"A000821018","10453663","2018/07/09","5:05:00","2018","JULIO","LUNES","CL 77-KR 11","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/07/09 05:05:00+00","4.71511389","-74.12214172"
"A001182969","10522005","2020/10/03","19:35:00","2020","OCTUBRE","SABADO","CL 13-KR 135","CON HERIDOS","CHOQUE","FONTIBON","BOGOTA DC","2020/10/03 19:34:59+00","4.69412393","-74.16880882"
"A000646126","4488739","2017/07/27","9:46:00","2017","JULIO","JUEVES","CL 50-KR 1","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2017/07/27 09:46:00+00","4.63798844","-74.06986077"
"A000598631","4474602","2017/03/03","20:40:00","2017","MARZO","VIERNES","KR 7-CL 9A E","CON HERIDOS","CHOQUE","SANTA FE","BOGOTA DC","2017/03/03 20:39:59+00","4.59054948","-74.06657088"
"A000646554","4490102","2017/08/10","9:50:00","2017","AGOSTO","JUEVES","CL 119-KR 50","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2017/08/10 09:49:59+00","4.70204127","-74.05988669"
"A001127116","10505574","2019/12/13","4:50:00","2019","DICIEMBRE","VIERNES","DG 91-KR 4","CON HERIDOS","CHOQUE","CHAPINERO","BOGOTA DC","2019/12/13 04:50:00+00","4.66927696","-74.04240988"
"A000758603","4509695","2018/02/26","6:00:00","2018","FEBRERO","LUNES","AV AVENIDA CIUDAD DE CALI-CL 6","CON HERIDOS","VOLCAMIENTO","ENGATIVA","BOGOTA DC","2018/02/26 06:00:00+00","4.68374101","-74.11434572"
"A000550229","4474330","2017/02/27","17:30:00","2017","FEBRERO","LUNES","AV AVENIDA BOYACA-CL 80","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2017/02/27 17:29:59+00","4.69560147","-74.08887639"
"A000645323","4488001","2017/07/20","13:30:00","2017","JULIO","JUEVES","AV AVENIDA BOYACA-KR 33","SOLO DANOS","CHOQUE","TUNJUELITO","BOGOTA DC","2017/07/20 13:30:00+00","4.58053671","-74.14233268"
"A000553738","4470917","2017/01/26","6:40:00","2017","ENERO","JUEVES","CL 9-KR 72A S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2017/01/26 06:40:00+00","4.63970418","-74.13649938"
"A000972073","10484446","2019/05/12","16:35:00","2019","MAYO","DOMINGO","KR 9-CL 163A","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2019/05/12 16:34:59+00","4.740624","-74.03203368"
"A000819731","10451785","2018/06/20","14:26:00","2018","JUNIO","MIERCOLES","AC 63-KR 93","CON HERIDOS","ATROPELLO","ENGATIVA","BOGOTA DC","2018/06/20 14:26:00+00","4.68859429","-74.11841306"
"A000644758","4494048","2017/08/19","12:00:00","2017","AGOSTO","SABADO","CL 30-KR 12","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2017/08/19 12:00:00+00","4.6121599","-74.09323208"
"A001299164","10541474","2021/06/05","15:50:00","2021","JUNIO","SABADO","CL 20 -KR 2 ","SOLO DANOS","CHOQUE","SANTA FE","BOGOTA DC","2021/06/05 15:49:59+00","4.6034608","-74.06672916"
"A001175597","10516303","2020/05/22","7:50:00","2020","MAYO","VIERNES","AV AVENIDA CIUDAD DE CALI-AC 75","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2020/05/22 07:50:00+00","4.69959672","-74.10370507"
"A001032791","10493243","2019/08/11","16:20:00","2019","AGOSTO","DOMINGO","CL 42A-KR 95A ","CON HERIDOS","ATROPELLO","KENNEDY","BOGOTA DC","2019/08/11 16:20:00+00","4.64380677","-74.17553519"
"A001060863","10503931","2019/11/27","6:30:00","2019","NOVIEMBRE","MIERCOLES","CL 13-KR 67","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2019/11/27 06:30:00+00","4.63705082","-74.11776728"
"A000907996","10472701","2019/01/13","17:00:00","2019","ENERO","DOMINGO","KR 20-CL 39","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2019/01/13 17:00:00+00","4.62932571","-74.07339438"
"A000404704","4450375","2016/07/03","19:00:00","2016","JULIO","DOMINGO","KR 7-CL 83","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2016/07/03 18:59:59+00","4.66321828","-74.04864385"
"A15083","4427016","2015/10/17","13:00:00","2015","OCTUBRE","SABADO","AV AVENIDA CIUDAD DE CALI-CL 6 S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2015/10/17 12:59:59+00","4.64096129","-74.15619866"
"A001182703","10520999","2020/09/25","5:08:00","2020","SEPTIEMBRE","VIERNES","KR 14-CL 68 ","SOLO DANOS","CHOQUE","USME","BOGOTA DC","2020/09/25 05:07:59+00","4.52677397","-74.11963524"
"A000814927","10448317","2018/05/18","11:40:00","2018","MAYO","VIERNES","KR 86A-CL 58C ","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2018/05/18 11:39:59+00","4.62072594","-74.18595829"
"A001241626","10545421","2021/03/04","14:39:00","2021","MARZO","JUEVES","AV AVENIDA TRANSVERSAL DE SUBA-CL 128 B BIS","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2021/03/04 14:39:00+00","4.71919206","-74.07372357"
"A000869303","10458137","2018/08/22","7:50:00","2018","AGOSTO","MIERCOLES","AV AVENIDA BOYACA-CL ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2018/08/22 07:50:00+00","4.63949586","-74.13580879"
"A001054271","10497758","2019/09/22","2:00:00","2019","SEPTIEMBRE","DOMINGO","AV AVENIDA CIUDAD DE CALI-CL 22","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2019/09/22 02:00:00+00","4.66837821","-74.12837923"
"A001343432","10550448","2021/09/25","21:40:00","2021","SEPTIEMBRE","SABADO","AC 72 -KR 103 ","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2021/09/25 21:40:00+00","4.70559755","-74.1183904"
"A3727","4407510","2015/03/13","8:45:00","2015","MARZO","VIERNES","KR 11-CL 117","CON HERIDOS","CHOQUE","USAQUEN","BOGOTA DC","2015/03/13 08:45:00+00","4.69585084","-74.03681192"
"A001393591","10564112","2022/02/25","10:40:00","2022","FEBRERO","VIERNES","CL 1 -KR 18 ","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2022/02/25 10:40:00+00","4.593","-74.091"
"A001061170","10504346","2019/12/03","22:10:00","2019","DICIEMBRE","MARTES","CL 132-KR 50","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2019/12/03 22:09:59+00","4.71848782","-74.05644147"
"A001387564","10558086","2021/12/10","14:30:00","2021","DICIEMBRE","VIERNES","CL 56  S- KR 14 C E","SOLO DANOS","VOLCAMIENTO","SAN CRISTOBAL","BOGOTA DC","2021/12/10 14:29:59+00","4.53259036","-74.08616715"
"A19000","4465691","2016/11/28","13:10:00","2016","NOVIEMBRE","LUNES","CL 16-KR 53","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2016/11/28 13:09:59+00","4.6303291","-74.10751248"
"A000758805","4509180","2018/02/20","17:20:00","2018","FEBRERO","MARTES","CL 80-KR 55","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2018/02/20 17:19:59+00","4.67681094","-74.07188569"
"A001027142","10487473","2019/06/10","10:02:00","2019","JUNIO","LUNES","CL 153-KR 5","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2019/06/10 10:02:00+00","4.73845606","-74.05207151"
"A000969512","10481936","2019/04/14","22:12:00","2019","ABRIL","DOMINGO","CL 190-KR 5B","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2019/04/14 22:12:00+00","4.76696648","-74.02613112"
"A14345","4422651","2015/09/03","17:40:00","2015","SEPTIEMBRE","JUEVES","KR 7-CL 93","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2015/09/03 17:39:59+00","4.67266727","-74.04307651"
"A000344348","4440208","2016/03/21","8:30:00","2016","MARZO","LUNES","AV AVENIDA DEL SUR-KR null","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2016/03/21 08:29:59+00","4.59540537","-74.1614662"
"A000605357","4480623","2017/05/04","10:20:00","2017","MAYO","JUEVES","KR 72-CL 80","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2017/05/04 10:20:00+00","4.69549435","-74.08872796"
"A001060549","10503480","2019/11/21","14:20:00","2019","NOVIEMBRE","JUEVES","CL 152-KR 5","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2019/11/21 14:19:59+00","4.73606241","-74.06007814"
"A5125","4403821","2015/02/03","6:15:00","2015","FEBRERO","MARTES","AC 6-TR 43B","CON HERIDOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2015/02/03 06:14:59+00","4.62026271","-74.10633774"
"A001451526","10571370","2022/05/19","11:05:00","2022","MAYO","JUEVES","CL 26 -KR 110 ","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2022/05/19 11:05:00+00","4.694","-74.136"
"A14131","4426052","2015/10/08","14:00:00","2015","OCTUBRE","JUEVES","KR 69C-CL 63A","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2015/10/08 14:00:00+00","4.66989544","-74.09781668"
"A000605009","4480787","2017/05/04","16:45:00","2017","MAYO","JUEVES","KR 115A-CL 89B","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2017/05/04 16:44:59+00","4.72756366","-74.11489004"
"A001130876","10508889","2020/01/22","12:15:00","2020","ENERO","MIERCOLES","KR 53-CL 13","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2020/01/22 12:14:59+00","4.72603061","-74.05616179"
"A001233808","10527511","2020/11/24","10:59:00","2020","NOVIEMBRE","MARTES","KR 29-CL 29 S","SOLO DANOS","CHOQUE","ANTONIO NARINO","BOGOTA DC","2020/11/24 10:59:00+00","4.58982829","-74.11349153"
"A000341594","4437190","2016/02/19","9:30:00","2016","FEBRERO","VIERNES","AV AVENIDA CIUDAD DE CALI-CL 65BIS","CON HERIDOS","ATROPELLO","ENGATIVA","BOGOTA DC","2016/02/19 09:30:00+00","4.68801333","-74.11058926"
"A001237779","10535569","2021/03/13","19:40:00","2021","MARZO","SABADO","KR 87-CL 5","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2021/03/13 19:40:00+00","4.64119333","-74.15863605"
"A001388665","10558979","2021/12/19","22:30:00","2021","DICIEMBRE","DOMINGO","CL 26  S- KR 75 ","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2021/12/19 22:30:00+00","4.62429923","-74.14640602"
"A000691638","4500589","2017/11/23","18:40:00","2017","NOVIEMBRE","JUEVES","AC 26-KR 72","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2017/11/23 18:40:00+00","4.66765947","-74.11241114"
"A000765158","4514294","2018/04/08","11:00:00","2018","ABRIL","DOMINGO","CL 55-KR 87JBIS S","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2018/04/08 11:00:00+00","4.62713254","-74.18554886"
"A001237933","10535224","2021/03/10","11:46:00","2021","MARZO","MIERCOLES","KR 68-CL 13","CON HERIDOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2021/03/10 11:45:59+00","4.63806761","-74.11739875"
"A000870524","10459932","2018/09/07","17:00:00","2018","SEPTIEMBRE","VIERNES","AV AVENIDA BOYACA-CL 22","CON HERIDOS","CAIDA DE OCUPANTE","FONTIBON","BOGOTA DC","2018/09/07 17:00:00+00","4.65804081","-74.11904626"
"A000237806","4422658","2015/09/03","7:30:00","2015","SEPTIEMBRE","JUEVES","KR 24-CL 61D","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2015/09/03 07:30:00+00","4.64799063","-74.07333265"
"A001446757","10567560","2022/04/04","7:10:00","2022","ABRIL","LUNES","KR 30 -CL 28  S","CON HERIDOS","CHOQUE","ANTONIO NARINO","BOGOTA DC","2022/04/04 07:10:00+00","4.59336834","-74.1138137"
"A000871083","10460155","2018/09/10","12:00:00","2018","SEPTIEMBRE","LUNES","KR 86-CL ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2018/09/10 12:00:00+00","4.63991848","-74.15570545"
"A4050","4407483","2015/03/13","18:20:00","2015","MARZO","VIERNES","KR 104-CL 13D","CON HERIDOS","ATROPELLO","FONTIBON","BOGOTA DC","2015/03/13 18:20:00+00","4.66808255","-74.15720237"
"A001177477","10519583","2020/06/24","9:26:00","2020","JUNIO","MIERCOLES","CL 26-KR 69","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2020/06/24 09:26:00+00","4.65785639","-74.10681073"
"A000821890","10454758","2018/07/16","11:16:00","2018","JULIO","LUNES","AV AVENIDA BOYACA-CL 167","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2018/07/16 11:16:00+00","4.75153977","-74.0650042"
"A001129782","10507230","2019/12/28","16:10:00","2019","DICIEMBRE","SABADO","KR 10-CL 10","SOLO DANOS","CHOQUE","SANTA FE","BOGOTA DC","2019/12/28 16:09:59+00","4.59913677","-74.07848201"
"A001130991","10509146","2020/01/25","13:50:00","2020","ENERO","SABADO","CL 72-KR 81","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2020/01/25 13:50:00+00","4.69357701","-74.10289419"
"A001448376","10568841","2022/04/20","10:50:00","2022","ABRIL","MIERCOLES","CL 63 -KR 29 ","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2022/04/20 10:50:00+00","4.652","-74.078"
"A000694480","4503016","2017/12/15","11:20:00","2017","DICIEMBRE","VIERNES","KR 56-CL 79","CON HERIDOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2017/12/15 11:19:59+00","4.67602996","-74.07428458"
"A000200400","4412249","2015/05/07","10:00:00","2015","MAYO","JUEVES","CL 22-KR 69A S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2015/05/07 09:59:59+00","4.61520589","-74.13193406"
"A000550697","4468210","2016/12/21","11:50:00","2016","DICIEMBRE","MIERCOLES","KR 7-CL 127B","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2016/12/21 11:50:00+00","4.7047157","-74.02870772"
"A000276531","4429076","2015/11/10","14:15:00","2015","NOVIEMBRE","MARTES","AV AVENIDA JOSE CELESTINO MUTIS-CL 98","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2015/11/10 14:15:00+00","4.69396785","-74.12322325"
"A000238560","4425196","2015/09/25","9:10:00","2015","SEPTIEMBRE","VIERNES","CL 17-KR 69A","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2015/09/25 09:10:00+00","4.64478149","-74.12187685"
"A000648472","4490772","2017/08/16","14:00:00","2017","AGOSTO","MIERCOLES","AV AVENIDA DEL SUR-KR 72","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2017/08/16 14:00:00+00","4.59603481","-74.1674421"
