"FORMULARIO","CODIGO_ACCIDENTE","FECHA_OCURRENCIA_ACC","HORA_OCURRENCIA_ACC","ANO_OCURRENCIA_ACC","MES_OCURRENCIA_ACC","DIA_OCURRENCIA_ACC","DIRECCION","GRAVEDAD","CLASE_ACC","LOCALIDAD","MUNICIPIO","FECHA_HORA_ACC","LATITUD","LONGITUD"
"A001296431","10537337","2021/04/04","9:20:00","2021","ABRIL","DOMINGO","TV 1 B E- CL 90 S","SOLO DANOS","ATROPELLO","USME","BOGOTA DC","2021/04/04 09:20:00+00","4.49840313","-74.10694345"
"A001181908","10520013","2020/09/11","18:45:00","2020","SEPTIEMBRE","VIERNES","CL 13-KR 69B","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2020/09/11 18:45:00+00","4.6440197","-74.12394244"
"A001241855","10535304","2021/03/10","1:35:00","2021","MARZO","MIERCOLES","KR 88 H-CL 56 S","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2021/03/10 01:34:59+00","4.62879821","-74.188423"
"A000640083","4485003","2017/06/15","14:20:00","2017","JUNIO","JUEVES","KR 80-CL 57B S","CON HERIDOS","ATROPELLO","KENNEDY","BOGOTA DC","2017/06/15 14:19:59+00","4.61255241","-74.1767531"
"A19865","4466128","2016/12/02","23:37:00","2016","DICIEMBRE","VIERNES","KR 28-CL 39A","CON HERIDOS","ATROPELLO","TEUSAQUILLO","BOGOTA DC","2016/12/02 23:36:59+00","4.62905667","-74.07807934"
"A001453879","10574103","2022/06/19","10:30:00","2022","JUNIO","DOMINGO","AU SUR-KR 67 ","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2022/06/19 10:30:00+00","4.596","-74.158"
"A000603606","4479654","2017/04/24","18:00:00","2017","ABRIL","LUNES","DG 61B-TR 22BIS","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2017/04/24 18:00:00+00","4.64873653","-74.07124224"
"A001034997","10495231","2019/08/30","6:08:00","2019","AGOSTO","VIERNES","KR 65-CL 67B ","CON HERIDOS","CHOQUE","TUNJUELITO","BOGOTA DC","2019/08/30 06:08:00+00","4.5879","-74.1545"
"A001175765","10520613","2020/06/26","6:22:00","2020","JUNIO","VIERNES","KR 80-CL 2","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2020/06/26 06:21:59+00","4.63236137","-74.15405306"
"A000201587","4408815","2015/03/29","14:30:00","2015","MARZO","DOMINGO","CL 127-KR 43","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2015/03/29 14:29:59+00","4.7113","-74.061"
"A000813006","10450730","2018/06/06","20:30:00","2018","JUNIO","MIERCOLES","AV AVENIDA CIUDAD DE CALI-CL 38 S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2018/06/06 20:29:59+00","4.63466739","-74.16308272"
"A001177408","10520964","2020/06/26","10:40:00","2020","JUNIO","VIERNES","KR 111C-CL 69A","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2020/06/26 10:40:00+00","4.70702608","-74.13078416"
"A001062346","10505197","2019/11/08","15:31:00","2019","NOVIEMBRE","VIERNES","AV AVENIDA BOYACA-CL 1","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2019/11/08 15:30:59+00","4.64199271","-74.13439479"
"A000690336","4498910","2017/11/07","9:30:00","2017","NOVIEMBRE","MARTES","KR 129-CL 22","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2017/11/07 09:30:00+00","4.69604633","-74.15713405"
"A001296334","10536549","2021/03/25","12:40:00","2021","MARZO","JUEVES","AV AVENIDA ALFREDO D BATEMAN-CL 122","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2021/03/25 12:40:00+00","4.70821593","-74.07136309"
"A17532","4455980","2016/08/30","15:30:00","2016","AGOSTO","MARTES","CL 102-KR 18A","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2016/08/30 15:30:00+00","4.68761873","-74.05096616"
"A001185527","10527421","2020/11/22","16:00:00","2020","NOVIEMBRE","DOMINGO","CL 26-KR 103","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2020/11/22 15:59:59+00","4.68976793","-74.1314519"
"A001302029","10542938","2021/06/24","21:30:00","2021","JUNIO","JUEVES","KR 7 -CL 51 ","CON HERIDOS","CHOQUE","CHAPINERO","BOGOTA DC","2021/06/24 21:30:00+00","4.63769898","-74.06351217"
"A001513426","10580544","2022/09/03","19:35:00","2022","SEPTIEMBRE","SABADO","KR 7 -CL 95 ","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2022/09/03 19:34:59+00","4.676","-74.04"
"A001513514","10580498","2022/09/11","7:13:00","2022","SEPTIEMBRE","DOMINGO","CL 73  S- KR 104 ","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2022/09/11 07:12:59+00","4.637","-74.206"
"A000649383","4487918","2017/07/19","9:10:00","2017","JULIO","MIERCOLES","CL 94-KR 18","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2017/07/19 09:10:00+00","4.68058161","-74.05287091"
"A001029603","10489839","2019/07/06","17:40:00","2019","JULIO","SABADO","CL 43-KR 78 S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2019/07/06 17:39:59+00","4.61194695","-74.16120271"
"A001025260","10485670","2019/05/24","21:30:00","2019","MAYO","VIERNES","CL 72A-KR 73","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2019/05/24 21:30:00+00","4.6881266","-74.09612326"
"A000873810","10465136","2018/10/26","9:00:00","2018","OCTUBRE","VIERNES","CL 72-KR 70","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/10/26 09:00:00+00","4.6845824","-74.09208752"
"A001128564","10515710","2020/05/13","5:07:00","2020","MAYO","MIERCOLES","KR 77G-CL 63 ","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2020/05/13 05:06:59+00","4.59697229","-74.18024041"
"A000870919","10460382","2018/09/13","11:40:00","2018","SEPTIEMBRE","JUEVES","AV AVENIDA CORDOBA-CL 12","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2018/09/13 11:39:59+00","4.70927847","-74.06429448"
"A001233400","10527923","2020/11/28","19:45:00","2020","NOVIEMBRE","SABADO","KR 45-CL 100","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2020/11/28 19:44:59+00","4.68739177","-74.05721401"
"A001239101","10534398","2021/02/27","15:05:00","2021","FEBRERO","SABADO","CL 14-KR 24","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2021/02/27 15:04:59+00","4.61262351","-74.07418746"
"A000474741","4461478","2016/10/13","11:30:00","2016","OCTUBRE","JUEVES","AV AVENIDA BOYACA-CL 12D","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2016/10/13 11:29:59+00","4.6473571","-74.12892655"
"A000819151","10451633","2018/06/16","9:18:00","2018","JUNIO","SABADO","KR 29B-CL 78","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2018/06/16 09:17:59+00","4.67118531","-74.06860299"
"A000965013","10479387","2019/03/22","23:15:00","2019","MARZO","VIERNES","AV AVENIDA PRIMERA DE MAYO-KR 70","CON HERIDOS","ATROPELLO","KENNEDY","BOGOTA DC","2019/03/22 23:15:00+00","4.61563162","-74.13688195"
"A000963626","10476763","2019/02/24","6:05:00","2019","FEBRERO","DOMINGO","AC 169B-KR 74","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2019/02/24 06:04:59+00","4.75562028","-74.06646017"
"A000761127","4507296","2018/02/04","19:15:00","2018","FEBRERO","DOMINGO","AC 145-KR 104","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2018/02/04 19:15:00+00","4.74695307","-74.09646985"
"A0005304","4403740","2015/01/30","20:15:00","2015","ENERO","VIERNES","KR 27-CL 17 S","SOLO DANOS","CHOQUE","ANTONIO NARINO","BOGOTA DC","2015/01/30 20:15:00+00","4.59155625","-74.10678975"
"A000759953","4510591","2018/03/05","11:30:00","2018","MARZO","LUNES","CL 59C-KR 87D","CON HERIDOS","ATROPELLO","BOSA","BOGOTA DC","2018/03/05 11:29:59+00","4.62312196","-74.18912186"
"A001296938","10537530","2021/04/08","19:25:00","2021","ABRIL","JUEVES","CL 118-KR 17","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2021/04/08 19:25:00+00","4.698","-74.046"
"A001060904","10504183","2019/11/29","10:30:00","2019","NOVIEMBRE","VIERNES","KR 45-CL 9","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2019/11/29 10:30:00+00","4.68375148","-74.05755676"
"A000905956","10470626","2018/12/18","10:47:00","2018","DICIEMBRE","MARTES","AV AVENIDA CARACAS-CL 69","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2018/12/18 10:47:00+00","4.65557301","-74.06251914"
"A000199614","4411190","2015/04/27","17:40:00","2015","ABRIL","LUNES","AC 80-KR 90A","CON HERIDOS","ATROPELLO","ENGATIVA","BOGOTA DC","2015/04/27 17:39:59+00","4.70508789","-74.10513768"
"A000476564","4463098","2016/11/05","20:50:00","2016","NOVIEMBRE","SABADO","CL 72-KR 54","CON HERIDOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2016/11/05 20:50:00+00","4.66986374","-74.07604673"
"A001342831","10550146","2021/09/17","20:00:00","2021","SEPTIEMBRE","VIERNES","KR 70 -CL 99 A","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2021/09/17 20:00:00+00","4.69408451","-74.07544447"
"A000473160","4460078","2016/10/07","21:30:00","2016","OCTUBRE","VIERNES","KR 30-CL 1G","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2016/10/07 21:30:00+00","4.6016","-74.1031"
"A001511050","10578262","2022/08/11","11:29:00","2022","AGOSTO","JUEVES","AU NORTE-CL 197 ","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2022/08/11 11:29:00+00","4.77544967","-74.04279796"
"A000339126","4436227","2016/02/08","8:45:00","2016","FEBRERO","LUNES","CL 82-KR 19","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2016/02/08 08:45:00+00","4.66872612","-74.05864589"
"A000607470","4483362","2017/05/30","11:00:00","2017","MAYO","MARTES","CL 13-KR 116","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2017/05/30 11:00:00+00","4.68278362","-74.15663385"
"A001454225","10574179","2022/06/20","10:30:00","2022","JUNIO","LUNES","KR 14 -CL 56  S","CON HERIDOS","CHOQUE","TUNJUELITO","BOGOTA DC","2022/06/20 10:30:00+00","4.563","-74.13"
"A001300735","10541987","2021/06/10","21:01:00","2021","JUNIO","JUEVES","KR 13 C -CL 54  S","CON HERIDOS","CHOQUE","TUNJUELITO","BOGOTA DC","2021/06/10 21:01:00+00","4.56345191","-74.1282277"
"A001126915","10505589","2019/12/14","9:08:00","2019","DICIEMBRE","SABADO","CL 153-KR 99","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2019/12/14 09:08:00+00","4.75223398","-74.08737604"
"A000687521","4496461","2017/10/13","15:10:00","2017","OCTUBRE","VIERNES","DG 16-KR 86","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2017/10/13 15:10:00+00","4.65929753","-74.13582869"
"A001234389","10527757","2020/11/29","18:42:00","2020","NOVIEMBRE","DOMINGO","KR 15-CL 61A ES","CON HERIDOS","ATROPELLO","SAN CRISTOBAL","BOGOTA DC","2020/11/29 18:42:00+00","4.64899264","-74.06586152"
"A001131518","10509901","2020/02/01","20:16:00","2020","FEBRERO","SABADO","CL 26-KR 10","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2020/02/01 20:16:00+00","4.69303746","-74.1354179"
"A1997","4406428","2015/02/27","16:15:00","2015","FEBRERO","VIERNES","KR 8-CL 12C","SOLO DANOS","CHOQUE","CANDELARIA","BOGOTA DC","2015/02/27 16:15:00+00","4.60157978","-74.07458041"
"A001183742","10523611","2020/10/11","14:00:00","2020","OCTUBRE","DOMINGO","CL 2-KR 88FBIS","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2020/10/11 14:00:00+00","4.64314734","-74.16169362"
"A000280304","4432639","2015/12/21","20:35:00","2015","DICIEMBRE","LUNES","KR 24-CL 42 S","CON HERIDOS","CAIDA DE OCUPANTE","RAFAEL URIBE URIBE","BOGOTA DC","2015/12/21 20:35:00+00","4.57971557","-74.12408"
"A001299427","10539654","2021/05/11","15:35:00","2021","MAYO","MARTES","CL 63-KR 36","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2021/05/11 15:35:00+00","4.62721649","-74.09132253"
"A18688","4465469","2016/11/25","0:30:00","2016","NOVIEMBRE","VIERNES","AV AVENIDA BOYACA-CL 18","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2016/11/25 00:30:00+00","4.6503665","-74.125704"
"A001339369","10546589","2021/08/10","20:00:00","2021","AGOSTO","MARTES","CL 53  S- KR 12 D ","CON HERIDOS","CHOQUE","TUNJUELITO","BOGOTA DC","2021/08/10 20:00:00+00","4.56215012","-74.12649511"
"A001235969","10529907","2020/12/23","16:39:00","2020","DICIEMBRE","MIERCOLES","KR 68-CL 10","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2020/12/23 16:38:59+00","4.63256472","-74.12108795"
"A001347289","10554424","2021/11/04","15:40:00","2021","NOVIEMBRE","JUEVES","CL 65 BIS-TV 93 ","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2021/11/04 15:40:00+00","4.6926222","-74.11699121"
"A000278105","4431001","2015/11/30","17:20:00","2015","NOVIEMBRE","LUNES","CL 132-KR 102A","CON HERIDOS","CAIDA DE OCUPANTE","SUBA","BOGOTA DC","2015/11/30 17:19:59+00","4.7349533","-74.09769484"
"A000906759","10470796","2018/12/19","22:43:00","2018","DICIEMBRE","MIERCOLES","AV AVENIDA BOYACA-CL 10","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2018/12/19 22:43:00+00","4.64095507","-74.13463428"
"A000403492","4448679","2016/06/17","10:20:00","2016","JUNIO","VIERNES","CL 165-KR 7A","CON HERIDOS","ATROPELLO","USAQUEN","BOGOTA DC","2016/06/17 10:20:00+00","4.74126818","-74.02346026"
"A001305715","10546221","2021/08/04","12:15:00","2021","AGOSTO","MIERCOLES","KR 24 -CL 6 ","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2021/08/04 12:14:59+00","4.6031629","-74.09286299"
"A001452986","10572958","2022/06/07","11:35:00","2022","JUNIO","MARTES","CL 68 -KR 26 ","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2022/06/07 11:35:00+00","4.66","-74.071"
"A001343913","10551709","2021/10/03","14:29:00","2021","OCTUBRE","DOMINGO","KR 86 -CL 13 C ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2021/10/03 14:29:00+00","4.65539746","-74.14027438"
"A000870822","10459562","2018/09/04","16:40:00","2018","SEPTIEMBRE","MARTES","CL 59-KR 80 ","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2018/09/04 16:40:00+00","4.60934852","-74.18102337"
"A000687254","4496751","2017/10/17","10:00:00","2017","OCTUBRE","MARTES","CL 19-KR 28","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2017/10/17 09:59:59+00","4.6170549","-74.08700911"
"A11347","4419522","2015/07/29","17:00:00","2015","JULIO","MIERCOLES","KR 5-CL 29 ES","CON HERIDOS","CHOQUE","SAN CRISTOBAL","BOGOTA DC","2015/07/29 17:00:00+00","4.56179379","-74.08761511"
"A001454423","10574521","2022/06/24","19:00:00","2022","JUNIO","VIERNES","KR 68 -CL 4  S","CON HERIDOS","VOLCAMIENTO","PUENTE ARANDA","BOGOTA DC","2022/06/24 18:59:59+00","4.625","-74.124"
"A001517503","10584834","2022/12/05","2:40:00","2022","DICIEMBRE","LUNES","AV AVENIDA CIUDAD DE CALI-KR 90","CON HERIDOS","ATROPELLO","ENGATIVA","BOGOTA DC","2022/12/05 02:40:00+00","4.70996149","-74.09450475"
"A001510682","10578520","2022/08/16","6:15:00","2022","AGOSTO","MARTES","AC 26 -KR 113 ","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2022/08/16 06:14:59+00","4.694","-74.139"
"A000643359","4493089","2017/09/01","14:00:00","2017","SEPTIEMBRE","VIERNES","AK 45-CL 245","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2017/09/01 14:00:00+00","4.8205","-74.0347"
"A001345558","10553136","2021/10/19","20:01:00","2021","OCTUBRE","MARTES","KR 45 A A-CL 127 ","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2021/10/19 20:00:59+00","4.70834661","-74.05446635"
"A000815073","10447598","2018/05/15","19:20:00","2018","MAYO","MARTES","KR 111C-CL 68A","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/05/15 19:20:00+00","4.70611663","-74.13151622"
"A001388696","10559462","2021/12/23","13:24:00","2021","DICIEMBRE","JUEVES","KR 111 C -CL 69 D ","CON HERIDOS","ATROPELLO","ENGATIVA","BOGOTA DC","2021/12/23 13:24:00+00","4.70777565","-74.13021965"
"A001183639","10523509","2020/10/10","22:20:00","2020","OCTUBRE","SABADO","KR 79-CL 54D S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2020/10/10 22:20:00+00","4.6195","-74.1788"
"A001054184","10497508","2019/09/20","15:05:00","2019","SEPTIEMBRE","VIERNES","TR 78H-CL 41G S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2019/09/20 15:04:59+00","4.61596527","-74.15964003"
"A001183027","10521478","2020/09/30","20:55:00","2020","SEPTIEMBRE","MIERCOLES","KR 20A-CL 72","CON HERIDOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2020/09/30 20:55:00+00","4.66040234","-74.06318708"
"A000279829","4432645","2015/12/20","13:50:00","2015","DICIEMBRE","DOMINGO","KR 6-CL 22 ES","SOLO DANOS","CHOQUE","SAN CRISTOBAL","BOGOTA DC","2015/12/20 13:50:00+00","4.57048883","-74.08340261"
"A000816285","10449413","2018/05/28","21:40:00","2018","MAYO","LUNES","CL 13-KR 7","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2018/05/28 21:40:00+00","4.64914998","-74.12648958"
"A001033680","10494057","2019/08/16","16:10:00","2019","AGOSTO","VIERNES","KR 30-CL ","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2019/08/16 16:09:59+00","4.6052","-74.0991"
"A000688358","4497545","2017/10/25","17:50:00","2017","OCTUBRE","MIERCOLES","KR 70-CL 26","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2017/10/25 17:50:00+00","4.66339353","-74.10912509"
"A001180300","10523908","2020/08/24","13:50:00","2020","AGOSTO","LUNES","CL 24-KR 24F S","SOLO DANOS","CHOQUE","RAFAEL URIBE URIBE","BOGOTA DC","2020/08/24 13:50:00+00","4.58562189","-74.10771522"
"A000690119","4498923","2017/11/07","19:10:00","2017","NOVIEMBRE","MARTES","CL 49C-KR 9 ","SOLO DANOS","CHOQUE","RAFAEL URIBE URIBE","BOGOTA DC","2017/11/07 19:09:59+00","4.55813767","-74.11866015"
"A000970227","10482311","2019/04/17","17:20:00","2019","ABRIL","MIERCOLES","KR 112B-CL 6","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2019/04/17 17:19:59+00","4.70406013","-74.13555848"
"A000688497","4497188","2017/10/22","7:45:00","2017","OCTUBRE","DOMINGO","KR 79-CL 38C","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2017/10/22 07:44:59+00","4.6243","-74.1565"
"A001304824","10545276","2021/07/24","21:20:00","2021","JULIO","SABADO","AV AVENIDA PRIMERO DE MAYO-KR 52 B ","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2021/07/24 21:20:00+00","4.60769043","-74.1274101"
"A000471480","4457578","2016/09/14","6:30:00","2016","SEPTIEMBRE","MIERCOLES","KR 68-CL 17","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2016/09/14 06:30:00+00","4.64116731","-74.114266"
"A001450005","10569862","2022/05/01","11:44:00","2022","MAYO","DOMINGO","CL 132 D -KR 152 ","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2022/05/01 11:44:00+00","4.742","-74.122"
"A001027460","10487719","2019/06/13","6:50:00","2019","JUNIO","JUEVES","CL 13-KR 13","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2019/06/13 06:49:59+00","4.69195676","-74.16601598"
"A000689075","4498511","2017/11/03","10:55:00","2017","NOVIEMBRE","VIERNES","AC 26-KR 85","CON HERIDOS","ATROPELLO","FONTIBON","BOGOTA DC","2017/11/03 10:54:59+00","4.6759","-74.1182"
"A001233002","10527252","2020/11/19","8:30:00","2020","NOVIEMBRE","JUEVES","CL 11A-KR 38","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2020/11/19 08:29:59+00","4.61797415","-74.10098319"
"A001052529","10496017","2019/09/05","16:30:00","2019","SEPTIEMBRE","JUEVES","AC 26-KR 9","CON HERIDOS","OTRO","FONTIBON","BOGOTA DC","2019/09/05 16:30:00+00","4.6839385","-74.12382508"
"A000599375","4475712","2017/03/13","21:00:00","2017","MARZO","LUNES","KR 11-CL 187","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2017/03/13 21:00:00+00","4.76406538","-74.03247634"
"A000867525","10459417","2018/09/02","13:49:00","2018","SEPTIEMBRE","DOMINGO","CL 128B-KR 59BBI","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2018/09/02 13:49:00+00","4.7176735","-74.0731334"
"A000475367","4464478","2016/11/16","15:45:00","2016","NOVIEMBRE","MIERCOLES","AK 45-CL 170","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2016/11/16 15:45:00+00","4.75160983","-74.04650098"
"A001447083","10567343","2022/04/02","2:51:00","2022","ABRIL","SABADO","KR 45 -CL 100 ","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2022/04/02 02:51:00+00","4.687","-74.057"
"A000607612","4482715","2017/05/24","21:30:00","2017","MAYO","MIERCOLES","AK 89B-CL 52C S","CON HERIDOS","CHOQUE","BOSA","BOGOTA DC","2017/05/24 21:30:00+00","4.63308891","-74.18407857"
"A000601215","4477304","2017/03/29","15:40:00","2017","MARZO","MIERCOLES","DG 62-KR 21A S","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2017/03/29 15:40:00+00","4.56639095","-74.14403665"
"A001302443","10543820","2021/07/03","16:57:00","2021","JULIO","SABADO","KR 7 B BIS-CL 134 ","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2021/07/03 16:57:00+00","4.71192718","-74.03022076"
"A000692831","4501862","2017/12/03","21:30:00","2017","DICIEMBRE","DOMINGO","CL 132-KR 107","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2017/12/03 21:30:00+00","4.73675376","-74.10192931"
"A001448516","10568780","2022/04/21","0:40:00","2022","ABRIL","JUEVES","CL 26 -KR 69 ","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2022/04/21 00:40:00+00","4.658","-74.106"
"A001028057","10488878","2019/06/25","8:00:00","2019","JUNIO","MARTES","CL 128C-KR 86","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2019/06/25 08:00:00+00","4.72127269","-74.08556557"
"A001518768","10585832","2022/12/29","17:45:00","2022","DICIEMBRE","JUEVES","KR 106-CL 17","CON HERIDOS","CHOQUE","FONTIBON","BOGOTA DC","2022/12/29 17:45:00+00","4.67677089","-74.14909195"
"A000600015","4476443","2017/03/21","18:27:00","2017","MARZO","MARTES","KR 68C-CL 80","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2017/03/21 18:27:00+00","4.6851052","-74.08020281"
"A001447367","10567439","2022/04/02","14:35:00","2022","ABRIL","SABADO","KR 20 -CL 87 ","CON HERIDOS","ATROPELLO","CHAPINERO","BOGOTA DC","2022/04/02 14:35:00+00","4.675","-74.059"
"A001392548","10562644","2022/02/13","13:00:00","2022","FEBRERO","DOMINGO","CL 68  S- TV 49 ","CON MUERTOS","ATROPELLO","CIUDAD BOLIVAR","BOGOTA DC","2022/02/13 12:59:59+00","4.57812108","-74.15607678"
"A001386277","10557582","2021/12/04","5:30:00","2021","DICIEMBRE","SABADO","KR 80 -CL 43  S","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2021/12/04 05:29:59+00","4.62055587","-74.16647566"
"A000968745","10480935","2019/04/06","14:30:00","2019","ABRIL","SABADO","KR 77J-CL 71 S","CON HERIDOS","CHOQUE","BOSA","BOGOTA DC","2019/04/06 14:29:59+00","4.59993097","-74.19405687"
"A001448535","10568694","2022/04/19","17:20:00","2022","ABRIL","MARTES","CL 128 B -KR 78 ","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2022/04/19 17:19:59+00","4.72","-74.077"
"A000644663","4493880","2017/09/16","12:10:00","2017","SEPTIEMBRE","SABADO","CL 38-KR 13","SOLO DANOS","CHOQUE","SANTA FE","BOGOTA DC","2017/09/16 12:10:00+00","4.62596131","-74.06748985"
"A001517610","10584996","2022/12/10","4:24:00","2022","DICIEMBRE","SABADO","KR 16-CL 52","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2022/12/10 04:24:00+00","4.63985145","-74.06856814"
"A000694530","4503603","2017/12/19","7:55:00","2017","DICIEMBRE","MARTES","CL 127-KR 11ABIS ","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2017/12/19 07:54:59+00","4.70348161","-74.03386358"
"A7022","4415775","2015/06/16","7:50:00","2015","JUNIO","MARTES","KR 3-CL 51","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2015/06/16 07:50:00+00","4.63569897","-74.05974801"
"A000965062","10477411","2019/03/02","7:15:00","2019","MARZO","SABADO","AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 57R S","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2019/03/02 07:15:00+00","4.59659648","-74.16223202"
"A001184085","10524765","2020/10/20","12:07:00","2020","OCTUBRE","MARTES","KR 3-CL 9A ","SOLO DANOS","CHOQUE","CANDELARIA","BOGOTA DC","2020/10/20 12:07:00+00","4.59299737","-74.06977659"
"A000472628","4462106","2016/10/27","5:20:00","2016","OCTUBRE","JUEVES","KR 30-CL 12B S","SOLO DANOS","CHOQUE","ANTONIO NARINO","BOGOTA DC","2016/10/27 05:19:59+00","4.59739024","-74.1083038"
"A001128803","10506913","2019/12/25","0:15:00","2019","DICIEMBRE","MIERCOLES","CL 15-KR 119A","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2019/12/25 00:14:59+00","4.68310996","-74.16496536"
"A001136507","10513943","2020/03/13","15:50:00","2020","MARZO","VIERNES","KR 68-CL 2","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2020/03/13 15:49:59+00","4.64399926","-74.11151596"
"A000550946","4468919","2016/12/29","15:34:00","2016","DICIEMBRE","JUEVES","CL 24-KR 24G S","CON HERIDOS","CHOQUE","RAFAEL URIBE URIBE","BOGOTA DC","2016/12/29 15:33:59+00","4.58617828","-74.10815965"
